company,review_header,rating,pro,con,date_author
Awin,Great company and culture,5.0,"-supportive and positive working environment 
-management care about your mental health and well-being 
-great culture - encourage us to get together (when safe to do so) and hold great events 
-management easy to approach","-workload can be overwhelming at times
-pay is not competitive",26 Jan 2022 - Account Manager
Awin,Not great,2.0,"4 days work
Remote working
Nice people","Salary and benefits 
Growth opportunities",10 Feb 2022 - Sales Operations Manager
Awin,Great work/life balance and colleagues,5.0,"Work life balance is amazing, with 4-day weeks, generous PTO, work location flexibility, and understanding / trusting management. Management is always looking for input to improve, as well.","No major drawbacks, it’s only improved since I started.",18 Jan 2022 - Anonymous Employee
Awin,Brilliant place to work,5.0,"Amazing culture and supportive company with an amazing work life balance due to the 4 day week. Work hard, play hard attitude. Awin have industry leading products coupled with the best account managers allowing us to provide unrivalled service to our clients.",Salaries should be revised and brought in line with the rest of the industry,17 Jan 2022 - Head of Department
Awin,Great Company,5.0,Inclusive/caring management. 4 day working week. All staff are keen to help.,It can be hard to learn the different softwares when flexi working,12 Jan 2022 - Account Consultant
Awin,A great place to start your career,5.0,"- Employee wellbeing is important to management and they offer yoga/mindfulness courses in addition to regular employee training (e.g. Excel, Communication).
- Awin Academy with a database of employee training modules on everything from how to use PowerBI, to managing your time or developing your leadership skills.
- Amazing community of colleagues and plenty of social events to get to know them outside of work, including annual Summer and Christmas parties.
- Four-day working week (without a pay cut) allows a better work-life balance, as the company works towards automating repetitive tasks.
- Best affiliate network with a massive global reach, so you'll be working alongside industry thought leaders and a well-established client base.","- Ideal for those starting their careers, but funnels quickly towards senior management making it harder to progress.
- Salary might not be as competitive as other industries/companies, but worth looking into and negotiating depending on your skills/experience.
- Depending on the department you work in, you might have a slightly different experience of the company culture.",12 Jan 2022 - Digital Marketing Manager
Awin,Pay,4.0,Culture. 4 day working week.,The salary could be better.,29 Jan 2022 - Account Consultant
Awin,Good culture,4.0,"4 day work week
Vacation days 
Open communication","Salary not competitive
Workload va pay",29 Jan 2022 - Executive
Backbone,"Big opportunity, but execution is everything!",5.0,"The product works!

Bringing a consumer product to fruition is immensely complex and riddled with pitfalls. Backbone can and does mitigate some of these challenges. I know this because I work hand in hand with our customers finding unique workflows to help their businesses succeed. Is it for everyone? Nope! But it’s a unique position to be so close to the end user and thus fulfilling knowing we’re solving something real. If we go away tomorrow, there a hole…

Over the past 2 years, my tenure with Backbone has been a wild ride. But honestly, that's what I signed up for. While change is hard, it can create opportunities to touch parts of the business you wouldn't have access to in a more mature and siloed organization. I'm confident in Jeff's leadership and excited to see where we can go, even if his profile picture is a bit ominous.

Lastly, given the number of DTC brands, the market and opportunity for Backbone is huge! The question is, can we deliver? I think these past 12 months under Jeff's product guidance and now as our CEO, we're demonstrating we have as good a shot as any!","Like many, we're now fully remote. Which I think takes away from the startup hustle magic that's created in an office. But being a small team, it's an intimate environment. Or at least at the direct team level. We could do more to cross pollinate the functions which to be fair is super hard task for remote companies.

Lastly, our customer base can be a challenge. Our product is more complicated than the messaging, calendar, project management, type SaaS products. Intimately knowing our customers' unique workflows is critical driving Backbone. This means it's not a solution for everyone.",13 Jan 2022 - Director
Backbone,We're just scratching the surface of something amazing,5.0,"Strong leadership team, leadership alignment, passionate employees, awesome benefits, work-life-balance","Nothing negative, we just have a lot of work to accomplish. Typical early stage company issues.",24 Jun 2021 - Anonymous Employee
Backbone,...,3.0,"reasonable pay, good clients, intellectual","poor leadership, micromanagement, undermined by management",24 Jun 2021 - Consultant
Backbone,Fun while it lasts but they are not your friends,1.0,"Snacks, good people at the lower levels.",There is no promoting from within the people who helped to bring the product to this point are all gone and now leadership seems to be cycling out.,26 Jun 2021 - Anonymous Employee
Backbone,Legitimately the worst place I have ever worked,1.0,"free snacks, good location, boss paid for lunch","- Paid WAY under market rate
- Lauhably
incompetent leadership
- CEO and sibling team a bunch of narcissists with no clue how to run their own company
- No accountability 
- No organization
- All 5 star reviews clearly written by management 
- While I was working there we were given zero direction, hopped from one task to the next and never finished anything- then got blamed by leadership for their lack of involvement and instruction.
- All senior level staff and leads were ""yes men"" to CEO and siblings",29 May 2021 - Anonymous Employee
Backbone,Hardworking Caring People - Some Startup Challenges,5.0,"The people at Backbone stand out as kind, hardworking and dedicated, across every department. Management treats people like people, not ""resources"" to be managed. Work life balance is good - much better than most start-ups.","Typical start-up challenges. People wearing multiple hats, some lack of stability, etc. New management has improved on some of the problems listed in other reviews - while keeping what was great.",5 Apr 2021 - Vice President of Engineering
Backbone,Perhaps the most hilariously and poorly run company of all time,1.0,We can work from home so the collective idiocy of the office/leadership doesn't permeate our brains.,"-Entire ""leadership"" team has the collective IQ of an average 10 year old child
-People get promoted despite failing miserably and being terrible in their old positions
-CEO literally lives his life by day by day by mantras he finds on instagram
-",16 Oct 2020 - Product Designer
Backbone,A Great Place to Work,5.0,"Everyone on the team genuinely wants to see you succeed. I have never been a part of a team that champions each other as much as Backbone. 
It truly is an amazing culture. I always felt empowered and could ask for support if needed. Work / life balance is top notch and you are encouraged to take time off!
The work is fulfilling and the team is amazing. They are quick to recognize talent and promote from within. Joining Backbone was one of the best decisions I have ever made.","Just your typical start up pain points, nothing out of the ordinary!",13 Jul 2020 - Client Success Manager
Backbone,Would strongly advise not working here,1.0,You get paid money at least,"CEO only knows how to speak in meaningless buzzword jargon that makes no sense whatsoever.

For working at a tech company, there's a shocking lack of understanding of technology.

As others have said, it's a friends and family business. There's some highly unskilled people on the leadership team",25 Jul 2020 - Sales Associate
Backbone,A perfect case-study on a terribly run startup,1.0,"- On paper, it's a cool concept (that several other startups are already doing) 
- Opportunity to work with some ""cool"" brands 
- Nice coworkers for the most part 
- Cool city to work from","- Company is insanely wrought with nepotism (leadership team is 90% family and very close friends and the only people to get promoted are these people no matter how valuable another employee might be to the company.) This is not a startup where the best and brightest work - it's where you get a job if you're related to or close buddies with the CEO (therefore this startup is not thriving or destined for startup greatness.) This was a concern of mine when I first joined, though, I went against my better judgement only to be proven that this simply is not good for any company. 

- CEO and the leadership team lacked demonstrated leadership skills OR the ability to hustle as you would expect in ANY early stage company. It was truly disappointing to see in action. Instagram personas are more important to these ""co-founders"" than actually working hard. This is evident by the actual promised product being well over 2 years late. (clients left as a result of this.)

- CEO does not possess the ability to actively listen to anyone. He lacks general authenticity and or the ability to exercise good judgement in running an early stage startup. It would be nearly impossible to create something great with someone who lacks the vision, judgement, and ultimately the hustle.",11 Jul 2020 - Growth
Backbone,Just a pretty terrible place to work,1.0,"- interesting space
- met some cool brands","- unless you are a family member or friend of the founders, your job is unsafe
- leadership team is lazy. Only speaks in buzzwords and empty platitudes.
- highly unqualified people in the inner circle",14 Jul 2020 - Sales
Backbone,Amazing Company With Even Better People,5.0,"Best team I have ever worked with.
Customer-driven product
An interesting product for a tech company
Excellent pay
Even better benefits","Developer driven company. While the developers are amazing, the frontend needs to be invested in to make the application look professional and have a cohesive user experience.",2 Jun 2020 - Product Designer
Backbone,Proud to be on the Backbone team,5.0,Started my dev career with Backbone when they decided to take a chance on me. They offered so many opportunities to grow and learn and I was overwhelmed with the positivity and camaraderie of all my colleagues.,"The culture is fun, laid back and very 'Boulder-ish'. I love it, if you are more about strict rules and regulations it's probably not for you...",3 Sept 2019 - Software Engineer
Backbone,"nice people, no process, toxic leadership",2.0,"for the most part the people were nice, good location, free snacks","Absolutely no process, no communication, and no leadership accountability. 

leadership had no idea how to properly delegate tasks, manage time or give proper feedback, guidance and training. 

 Being shuffled from one sprint to the next almost without warning, were constantly pulled off of projects halfway through working on them only to be given something totally different, scolded for not following the near non-existent design guidelines and when issues were brought up they were quickly dismissed and nothing changed. Attempts at organizing within our team ended up being pointless due to the aforementioned task hopping.

There was no transparency into the design process whatsoever and anything bad or broken was shoved to the side in favor of cheap, empty pep-talks and ignoring how miserable everyone was for having to pick up the work left behind from that attitude. 

I understand that Backbone is a startup and a lot of the issues can be attributed to a rapidly growing team, juggling multiple tasks and overall just figuring things out, but the way it all was handles and how people got treated during all of that was deeply unfair and unprofessional.",12 Jan 2019 - Anonymous Employee
Backbone,"Great company, great culture.",5.0,"Working at Backbone has been an awesome experience all around. The dev team specifically has some of the best people I've ever worked with as a developer. No egos, everyone regardless of their experience is respected for their ideas and contributions, and everyone has the opportunity to work on impactful projects. Dev team leadership is top notch, organized while still feeling casual and relaxed day-to-day. All team members are trusted to get stuff done with minimal interference, but there's always someone available if a problem comes up or help is needed. Our stack consists of up to date tech, along with some pretty novel and exciting in-house tooling. As a developer I'm constantly learning and constantly challenged.

 The senior management is excellent and transparent, everyone is on the same page when it comes to long term goals, client relationships, operational details, etc. Frequent team outings like dinners, happy hours, hikes, etc., are the norm. Our Boulder office is awesome, perfect location in downtown Boulder. Super flexible remote working policy, and pretty much everyone works from home one day a week.

The industry is also non-fluff, our product provides measurable value to our users, which is awesome. Unlike a lot of other startups, Backbone also has a product that companies already use and get value out of.","Definitely a startup, there is some disorganization and unpolished workflows. Everyone wears lots of hats and there's always something else to be working on.",23 Oct 2018 - Software Engineer
Backbone,Doesn't get much better than Backbone!,5.0,"- Great culture that encourages team bonding, personal development and opportunity for career growth 
- Employees from a variety of backgrounds that are all open to sharing advice, knowledge and industry experience 
- Management who supports professional development
- Benefits including health, wellness and unlimited vacation","- None, I couldn't be happier with the team I am apart of",23 Oct 2018 - Anonymous Employee
Backbone,Amazing Things Are Happening Here,5.0,"I have worked in the tech industry for going on nine years, and I have to say Backbone, PLM is by far the best place I have worked at yet. The employees here at Backbone are hard working and incredibly intelligent individuals who always are courteous, kind, and open-minded. 

Backbone's management team make you feel like part of the family and expresses their gratitude to the team in various ways including but not limited to company outings (hiking, marathons, and happy hour), company lunches, fully stocked kitchen (with all the kombucha one could need), unlimited vacation time, personal wellness reimbursement, and competitive health benefits.

Other than the culture, the team here at Backbone, PLM is genuinely working on a platform that will revolutionize the industry, and our clientele base is growing every day. I am so proud to be a member of the Backbone team, and I can't wait to see where this journey takes me!",There are currently no cons,23 Oct 2018 - Senior Product Designer
Backbone,THE BEST CULTURE,5.0,"Great benefits which include health care and 401K company match (Not typical of start ups their size)
Subsidized Fitness
Unlimited Vacation",No cons to speak of.,23 Oct 2018 - Anonymous Employee
Backbone,Backbone is what's next!,5.0,"- Fast moving, start-up environment. 
- Super down-to-earth & motivating team to work with.
- Benefits/Perks (wellness package & unlimited vacation)
- Happy Hours and work-events always a great time! 
- Location location location, HQ is in the middle of downtown Boulder.
- Clients are awesome",- Not enough time in the day!,23 Oct 2018 - Anonymous Employee
Backbone,Great Place to work,5.0,"-Great startup culture
-Ability to be flexible in with you work.  If another team needs help or you want to help it is encouraged.
-bi-weekly happy hours and team building activities such as hikes, biking, skiing, snowshoeing etc.  You recommend it they will make it happen.
-Experience working at a cutting edge disruptive startup that has the ability to redefine making products. 
-Ability to work from home or remote
-Great benefits and flexible vacation time.  If you are on vacation you are on vacation and won't be disturbed
-Fully stocked kitchen with many healthy options
-Diverse group of employees that have many different views which allow you to see the company's big picture instead of being siloed off like in a big corporation.
-Incredible board of advisors who visit frequently to advise the company.",- none I enjoy working here,23 Oct 2018 - CS Analyst
Backbone,Backbone is an awesome company to work for,5.0,The team is awesome! Everyone is passionate about putting out  a great product! Everyone's opinion matters. I truly feel valued as an employee here,"So much work to do, so little time",23 Oct 2018 - Software Engineer
Backbone,Poor Management,2.0,"Paid fitness
Happy Hours
Cool clientele","- On call 24/7 (expect to have your vacations interrupted)
- Everything feels disorganized (including job discriptions)
- Management are all siblings  (no one to discuss other management issues too)
- Employees are cliquey 
- CEO is pompous w/ high need for instant gratification 
- CEO consistently cancels meetings and wastes other peoples time",26 Sept 2018 - Anonymous Employee
Big Potato Games,"Ambitious, Friendly & Fun",5.0,"Brilliant to be part of a business that's spreading some positivity, is open to all and driven to do great things.",Always more that needs to be done. Some times bite off more than we can chew.  Bt we're working on it.,17 May 2022 - Managing Director
Big Potato Games,Best work place I've ever been at,5.0,"Culture, respect, inclusion, people, benefits, 4 day working week, basically everything.
Since I started at Big Potato everyone has been so friendly and lovely and helpful. Everyone seems to care about each other which is so nice I have never experienced a company like it.

From how the directors and owners get involved to the company events, the office, the amenities, the company culture, etc, I couldn't ask for a better suited role, company, manager, colleagues.
If you are driven and friendly and you have a chance to work at Big Potato, take it!!!",Some late nights but its normally for game testing or events so not exactly a con but its the only thing I could think of - I dont have a bad word to say about them,12 Jan 2022 - Anonymous Employee
Big Potato Games,good food,5.0,happy life coz there is casual friday,only potatoes for breakfast lunch and dinner,9 Jun 2019 - Anonymous Employee
Big Potato Games,Fantastic company with the best management!,5.0,"Beautiful office
Lovely colleagues
Great industry
Great products
Flexible working hours
Travelling
Playing games
Managers really care about staff wellbeing","As with any startup, work can involve late nights sometimes. Also work can be quite full due to small amount of staff, but this is changing with new recruits",9 Apr 2017 - Marketing Manager
Bijles Aan Huis,A nice tutoring agency that generally communicates well,4.0,"Good onboarding and communication from the team at Bijles aan Huis, proactivity in connecting you with potential students","Rather unresponsive when you reach out with questions that might cause an inconvenience to the firm in comparison to ""normal"" questions",23 Feb 2021 - Student Tutor
Bit.io,An amazing place to work,5.0,"- Smart/Amazing/Kind co-workers
- Interesting technical problems being solved
- Flexible work scheduling
- Employee Health
- Dynamic and interesting",- Don't really have anything to complain about,21 Dec 2021 - Software Engineering Intern
Bit.io,"Great Workplace, Cool Product",5.0,32 hour workweek. Warm+Inclusive Environment. Smart Team. Interesting Work.,What am I supposed to do on Fridays?,27 Jan 2021 - Software Engineering Intern
Bit.io,My friends are jealous of my job,5.0,"smart coworkers,
interesting technical challenges,
product solves a real need,
feels like a family,
four-day workweeks (4x8hr)","It's an early stage company,",22 Jul 2020 - Software Engineer
Blackbird Interactive,Vibrant Culture,5.0,BBI has a very pleasant working environment.,"Depending on the team, the management can be less satisfactory.",29 Jun 2022 - Generalist Programmer
Blackbird Interactive,Awesome company - definitely recommend,4.0,"* Great work-life balance (remote work, 4-day/32 hour work-week, >4 weeks vacation)
* Work is engaging and there's lots of learning opportunities in many different areas
* Tech stack is pretty modern and mostly enjoyable to work with 
* Coworkers are friendly and supportive
* Middle and senior management are engaged, care about employees, are very accessible and actively try to ensure that you're happy
* Good career progression opportunities
* Great company culture","* Seems like some other teams are having issues with their management
* Designers solicit feedback from from non-designers and are dismissive of most feedback that they don't agree with. They also flip-flop a lot which can result in a lot of work getting thrown out 
* Sometimes mentorship and technical guidance can be a little lacking
* Bad ratio of SDEs to SDETs
* Salaries aren't the best",12 Jun 2022 - Programmer
Blackbird Interactive,"I used to have hope, but... Never again",1.0,"4 day work week, even if it's just a bandaid to cover up systemic issues.
Willingness to improve D&I, though it sometimes feels performative.
Well-known, interesting IPs in the RTS genre.
Some of the best talent in the industry today, and are willing to help bring talent from overseas as well.
They help pay for courses as well, though getting it approved can be tricky.
It's a good experience to get your foot in the door. Get in, stay for a year or so, then get out.","Rapid growth required a change in how management and leadership operate, which hasn't happened or been acknowledged yet.
Consistent diva problem in the Art department, and if you cross them you get fired.
Most projects are understaffed and very badly managed. BBI has by far the worst producers I've ever worked with. Leadership lacks experience and will to make hard decisions, which trickles down into dev overwork and crunch. 4 day work week made this worse.
Leadership does not listen to devs, flat out. No room for career advancement unless you are willing to do several people's jobs and have no personal life.
Bro/stoner culture is strong with higher-ups and if you're not part of that culture you stand out.
Art/Design/Tech was consistently off-kilter on the project I was in, which led to avoidable work and confusion.
Leadership purposely lies to devs about the roadmap and state of the project, causing distrust over time as failed milestones keep piling up.
Chronic cases of people being promised raises/positions and that never coming to fruition, as well as people giving notice and being fired right after.",14 May 2022 - Environment Artist
Blackbird Interactive,Everything is harder than it should be,1.0,"4 day work week!
Great co-workers","Table flips.
Constant shifting of priorities. 
Multiple cases of abusive leadership.",6 May 2022 - Anonymous Employee
Blackbird Interactive,Work place that treats people really good,5.0,Great work environment and people. They listen to people and make life/work balance really nice.,The actual projects didn't fulfill my career goals.,25 Feb 2022 - Animator
Blackbird Interactive,BBI review,5.0,"+ Very good people. The majority of people are super friendly.
+ Very good work-life balance","- Not good if you don't like sci-fi and spaceships.
- Compensation and benefits are behind other big companies.",11 Jan 2022 - Programmer
Blackbird Interactive,Great company,5.0,"Huge emphasis on work-life balance, welcoming team, transparent management",None that I could think of,4 Jan 2022 - Student Programmer
Blackbird Interactive,Great company,5.0,Great company culture and great projects!,Expanding fast and some growing pains but doing well.,26 Nov 2021 - Anonymous Employee
Blackbird Interactive,Good,2.0,Good and fun company to work,Salary doesn't commensurate to the work,3 Dec 2021 - Production Worker
Blackbird Interactive,"A caring, friendly workplace for those in the video game industry.",4.0,"these guys are nuts, and I mean that in the best way possible. The CEO is a mad genius, who is eager to talk about ideas and games with the employees. There are many projects to choose from, and many 'irons in the fire' for new ones. They are supportive of the differently abled as well.","Downsides: the Benefits leave something to be desired (no retirement plan), and the many projects sometimes lead to chaotic circumstances.",7 Nov 2021 - Senior Technical Artist
Blackbird Interactive,Great company,5.0,"Focus on culture, collaboration, great work environment",Nothing major worth reporting on,30 Jun 2021 - Animator
Blackbird Interactive,"Decent pay, great environment",4.0,"Fair salary
Good benefits
Excellent work/life balance - never been asked to work weekends or stay late
20 paid vacation days per year, plus 4 day weekends on stat holidays in the summer
Good work culture - Colleagues as a whole are friendly and able to give and take advice well
Company seems like it will be around for a while
Inclusion strongly valued, which is often lacking elsewhere in the games industry
Dogs allowed in studio","Growing quickly, with lots of change in the teams. As a result can seem disorganized
Design shifts a lot, which can be frustrating as a programmer
Dogs allowed in studio",29 May 2021 - Associate Programmer
Blackbird Interactive,Great place to work,5.0,They have good leaders and team,Sometimes work weekends but are compensated,3 May 2021 - Data Analyst
Blackbird Interactive,Studio is amazing and WFH done very well. Individual projects need some balancing magic.,3.0,"Love the studio, the culture and the people are some of the best in the Vancouver games industry. Future is bright for BBI.","Project management is all over the place. Some projects are fantastic, some are a nightmare. 
At least one project has been in ""crunch"" for a very long time, due in large part to poor scheduling from the leadership team(s). 

At least 1 of the senior BBI team blows a ton of smoke and doesn't provide any substance.",16 Mar 2021 - Lead QA Analyst
Blackbird Interactive,Fantastic place to work,4.0,"- People were super friendly and helpful
- Exciting work
- Free food every so often
- Overtime is actively discouraged",- Salary can be so-so.,7 Jan 2021 - Co-op Programmer
Blackbird Interactive,The BEST,5.0,"- they actually care about their staff
- I feel heard and supported 
- regular feedback and updates
- AMAZING projects on the go
- hilarious times on Slack",I honestly have no idea,25 Sept 2020 - Recruiter
Blackbird Interactive,Excellent game studio,5.0,Blackbird has good projects and most people who work there take a lot of pride in their work.,Expectations were not very clear sometimes.,7 Sept 2019 - Associate Programmer
Blackbird Interactive,A game dev company that treats its employees like human beings,5.0,"The culture at BBI is amazing. Everyone is valued, the work/life balance is great, and everyone here is super passionate and invested in their work. I'm inspired on a daily basis by the amazing work of my colleagues. The executive team are invested in and hands-on with each project and department. The employee turnover rate is unusually low which should tell you a lot!",With how fast and how often the company changes (i.e. grows) it can be hard to plan ahead and keep up with incoming hires.,14 Aug 2019 - Senior Systems Administrator
Blackbird Interactive,Best place I’ve worked,5.0,"Creative driven, with teams that feel like family. Strong emphasis on quality.","Creative leadership can create churn...usually for the best, but can mean you have to restart with the vision at times.",4 Apr 2019 - Anonymous Employee
Blackbird Interactive,Good place for a co-op,4.0,"Treats employees well, and pay is decent",Loud working environment makes it hard to focus at times,17 Feb 2019 - Anonymous Employee
Blackbird Interactive,"Treats its employees well,  but a lot of chaos",4.0,"The people at blackbird are some of the smartest,  most qualified people I have ever met. The HR department will go to great lengths to help employees with moving issues.","It's not BlackBird's fault, but Vancouver is *so* expensive, and *so* difficult to find housing, I am reminded of San Francisco! Getting around is a real hassle too: Gas is too expxensive to own a car, and while the bus/train system tries its best, it is drastically overloaded.",20 Nov 2018 - Anonymous Employee
Blackbird Interactive,An Indie Studio with a AAA size,5.0,"-Fast paced
-HIGH standards of visual quality AND gameplay
-Every single person here takes pride in their work (and ownership)
-Lots of autonomy
-Multiple projects.  And really cool stuff
-Working on our own IP 
-Amazing culture; really feel like the company cares about you
-AMAZING talent.  Some of the best artists in the industry.
-low turnover 
-Lots of cute doggies in the workplace
-Transparency 
-Huge opportunities on the horizon
-AMAZING CEO!!","-Fast paced...hard for some people to adjust (no room to hide!  Also a +)
-Learning as we go; mistakes are made
-Studio is cramped (waiting for new studio space to be built - temporary issue)
-Parking is limited",27 Nov 2017 - Producer
Blackbird Interactive,Excellent workplace with a deeply promising future,5.0,"Working with impassioned and diversely talented people to create quality products. 

Despite the many demands of an aggressive schedule taking Homeworld: Deserts of Kharak through beta and to ship,  work life balance never fell by the wayside. As one of two working parents for a kindergartner, drop everything situations and emergencies happen, as do unexpected nanny cancellations and other circumstances. Blackbird always allowed me to put family first, and accommodated through measures like flexible hours, and the ability to work from home. 

Through my year with BBI, I had opportunity to work with very immensely talented folks, both inside and outside of my job title. I learned a lot about production and process and always felt I had ample opportunity to pitch in where ever something needed doing, politics free.

I left feeling a deep and lasting affection for the place, and I'm very glad for my time there. I hope our paths will cross again with future projects up the road.","If looking for a big corporate tower to hide away in, anonymous and pigeon-holed, this might not be the right fit for you. 

Personally, I loved the start up feel to the place, streamlined, intimate, and individually accountable. A place where the challenges were bold, and where an individual's commitment to getting a quality job done spoke volumes towards the measure of their character.",6 Jul 2016 - Senior Designer
Blackbird Interactive,Restored my faith in gaming development,4.0,"Work life balance 
Motivated, talented, hard working development team.
Positive and encouraging work environment.
Production group who love gaming and understand game development.
Friendly team members/ no politics.","Not much to comment on here. 
This is a small company just on the cusp of being a big name in the industry who rely on grand contributions from talented individuals who commit to the final goal. Not a place for someone who piggyback success off the work of others.",7 Jul 2016 - Development Tester
Blackbird Interactive,Rare Opportunity Squandered by Poor Leadership,2.0,"Excellent IP to work on (Homeworld series), good office location (on Great Northern Way, walking distance to Main st.), some sense of comradery, reasonable suite of dev tools (Unity, git), good opportunity for young and talented people to break into the games industry in Vancouver.","Authoritarian work culture that treats individuals with no respect, widespread bullying, disgruntled employees, high turn-over, and an emphasis on art production to the exclusion of other disciplines such as game design and tech. Will not look good on your resume since so many recent grads from tech colleges in Vancouver have filtered through this company either as interns or on short contracts, not to mention that this studio is incapable of shipping a successful project.",19 May 2016 - Programmer
Blink SEO,Great place to work,5.0,"4 day working week
Great, supportive team
Flexible working
Varied day to day
Health insurance",There are none - best place I've ever worked!,31 Mar 2022 - Account Manager
Blink SEO,Enjoyable and welcoming,5.0,"4 day week
Growing Company
Support and assistance when required
Everyone is friendly and welcoming
Office or home based (optional)","Although everyone is friendly, due to optional remote working the team does not see each other in person as much as would be desired.",24 Jan 2022 - Business Development Manager
Blink SEO,Friendly workplace with a supportive team,5.0,"- strong teamwork
- flexibility
- a commitment to excellence
- great for work-life balance",I haven't experienced anything negative.,24 Jan 2022 - SEO Executive
Blink SEO,A company that genuinely cares about its employees,5.0,"-Flexibility (four-day work week!)
-Option for remote working
-Employee wellness stipends
-Really great team atmosphere
-Dedicated staff who genuinely care about the work they're doing
-It's really hard not to get invested in what you're doing here","Everyone works incredibly hard, so there are times where you'll be working out of office hours. That said, this is recognised by upper management who are always openly grateful and work to help staff make up that time elsewhere.",3 May 2021 - Marketing Manager
Blink SEO,Just a great place to work,5.0,"Aside from the obviously great benefits of having a four day work week and access to a wellbeing platform, the company culture here is just great all-round. Everyone is listened to and given the opportunity to share their thoughts and suggestions on anything that affects the company and its employees day-to-day, and as a newcomer to the team, it's a friendly and supportive environment to be in (even working remotely!) 

Time is made for regular training and development, and it's a team of people who are all keen to make sure that whatever work they're doing is the best it can be. Definitely happy I made the switch and came to join this team!",Genuinely haven't found any yet!,26 Apr 2021 - Senior Account Manager
Blink SEO,Couldn't ask for a more supportive work environment,5.0,"I count myself extremely lucky to work at Blink SEO. The senior team really respect that we are people first and make every effort to accommodate and support us. This doesn't take anything away from the team, but in fact makes it easier to get the job done. 

They always seem genuinely interested in making Blink the best possible place to work and consistently ask for our input on how they can make this happen. 

We also get a lot of support in terms of our career development. You're not just there to tick some boxes or keep the wheels turning, they are keen for everyone to have a key role, with their own responsibilities and progression, and recognise everyone's contributions personally. 

Plus, we have a four day working week and office dogs. In fact, that's probably the best bit. Sorry guys.",Nothing. I wouldn't want to work anywhere else.,30 Apr 2020 - Senior Content Specialist
Blink SEO,A company that really cares,5.0,"The only place I've ever worked that has a truly supportive network of employees who're genuinely there to help each other.

There's plenty of opportunity to learn, develop and progress, all with help from senior team members who want to see you achieve.
 
4 day (Mon-Thurs) working week and flexible working opportunities.",Can't say there are any!,20 Apr 2020 - Content Specialist
Blink SEO,Brilliant company to work for!,5.0,"The team have been amazing during lock down. My new colleagues have all been very welcoming, supportive and clearly know what they are doing. Communication has been brilliant, support has been next level and the business has been so organised. Makes me feel so assured I joined the right company.",Cant say there are any from what I've experienced!,5 Apr 2020 - Digital Marketing Executive
Bolt,Driving,2.0,Management needs to put things in place for a better development,The need to increase the tariff,25 Jun 2022 - Driver
Bolt,Excelent place to work,5.0,"Salary, creative freedom, free coffee","Stress, deadlines, vacation (December it’s a working month)",10 Jun 2022 - Art Director
Bolt,n/a,4.0,four day work week is great,"terrible financials, the valuation is way too high",5 Jun 2022 - Software Engineer
Bolt,More pizzaz than substance,2.0,4 day work week is fun,"It's more the idea of a company, something that makes a cool marketing campaign, than a company with a clear and cohesive strategy",18 Jun 2022 - Sales Engineer
Bolt,would not reccomend to a friend,3.0,The people you get the opportunity to work with are incredible. The product is great. The software is great. The benefits are great. The money is decent. Until it is not.,"They clearly have no idea how to run a business. Our CEO is 28 years old and while his ideas might be interesting they are very unrealistic and he is not disrupting the tech space, he is destroying his name and company.

There are several law suits going on around Bolt and for good reason. They are overpricing their product and not delivering. Similar to how they treat their employees. 

They over hired and then fired everyone out of the blue. They kept their cheapest talent and let go of anyone they felt they were ""overpaying"". I was not one of them but I will deff be looking for my next opp as this seems very sketchy. Who knows what will happen next. 

Managers are great but not very experienced managing a team.",2 Jun 2022 - Account Executive
Bolt,“May Day May Day we are going down”,2.0,"Cash, remote, always in the news!",Mentally insane Founder/Chairmen who Tweet storms “take downs” of respectable companies and individuals. Serious lack of business leadership.,15 Jun 2022 - Director Sales
Bolt,Avoid a non innovative company that has no idea where it’s going.,2.0,"Nice, kind people who are authentic and hardworking","Definitely still a start up environment. For a company that’s supposed to be worth $11B it operates like a company worth a fraction of that. Roles aren’t clear, strategy isn’t clear, odd acquisitions with no plans for implementation. Long hours with leadership that has no idea where to take the company. The technology is nothing other worldly and it’s quite basic. You basically manage yourself and hope things work out.",13 Jun 2022 - Product Marketing Manager
Bolt,PM,4.0,Great team at the working level,the business-oriented teams are lackluster,31 May 2022 - Product Manager
Bolt,May not be the best place you think,4.0,"Well, opportunities to work either from work or home, good team leads, at least in Baku office, different benefits such as taxi credits, mental health support and snacks in the office.","Really low appreciation of internal applicants, a very long hiring process..There were already 2 times when I applied to the positions, did tasks, and went through the interview and they just removed the position. 

Upper management can hire/fire anyone they want, not based on talent, but rather on their on opinion",28 May 2022 - Customer Support Specialist
Bolt,"Great Product Idea, Execution Just Ok",4.0,Really cool product. Loads of smart people.,Still unclear if leadership can drive results.,28 May 2022 - Security Engineer
Bolt,Very interesting.,5.0,The company is  good and empowering.,To improve more quality in time.,26 May 2022 - Delivery Rider
Bolt,Lack of support,1.0,Don’t have anything to add here,"Bolt claims to be transparent but that can change overnight 
200+ employees laid off with no notice and no 1 in 1 conversation",30 Jun 2022 - Manager
Bolt,Good opportunity but tough times lie ahead,3.0,Great potential if they can get through the start up phase,Tons of speed bumps ahead to overcome,7 Jun 2022 - Anonymous Employee
