id,pid,ms subclass,ms zoning,lot frontage,lot area,street,alley,lot shape,land contour,utilities,lot config,land slope,neighborhood,cond 1,cond 2,bldg type,house style,overall qc,overall cond,yr built,yr remod/add,roof style,roof matl,exter 1st,exter 2nd,mas vnr type,exter qc,exter cond,foundation,bsmt qc,bsmt cond,bsmt exposure,bsmtfin type 1,bsmtfin type 2,bsmt unf area,total bsmt area,heating,heating qc,central air,electrical,1st flr area,living area,bsmt full bath,bsmt half bath,full bath,half bath,bedroom abvgr,kitchen abvgr,kitchen qc,totrms abvgrd,functional,fireplaces,fireplace qc,garage type,garage yr blt,garage finish,garage cars,garage area,garage qc,garage cond,paved drive,pool qc,fence,misc feature,mo sold,yr sold,sale type,saleprice,log saleprice,age,total area
2264,916386170,1-Story 1946 & Newer All Styles,RL,67.0,10656,Pave,NA,2,HLS,3,Inside,2,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,7,5,PConc,7,5,3,1,1,1638.0,1638.0,GasA,9,Y,4,1646,1646,0.0,0.0,2,0,3,1,7,6,7,1,7,5,2007.0,2,3.0,870.0,5,5,2,0,0,NA,11,2007,New,248900,12.424806488355683,1,4154.0
2201,909252010,1-1/2 Story Finished All Ages,RL,60.0,7200,Pave,NA,3,Lvl,3,Corner,2,SWISU,Feedr,Norm,1Fam,1.5Fin,5,7,1937,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,5,5,BrkTil,7,5,1,5,1,162.0,731.0,GasA,9,Y,4,981,1768,1.0,0.0,1,1,3,1,7,7,7,2,5,1,1939.0,1,1.0,240.0,5,5,2,0,3,NA,6,2007,WD ,175000,12.072541252905651,70,2739.0
2545,534400120,2 Family Conversion-All Styles And Ages,RL,80.0,8800,Pave,NA,3,Lvl,3,Inside,2,NAmes,RRAn,Norm,2fmCon,1Story,6,7,1965,2000,Hip,CompShg,BrkFace,VinylSd,None,5,7,PConc,5,5,2,5,4,34.0,1187.0,GasA,9,Y,4,1565,1565,1.0,0.0,2,0,3,1,7,7,6,2,5,5,1965.0,2,1.0,299.0,5,5,2,0,3,Shed,6,2006,WD ,185900,12.132964173709535,41,3051.0
2660,902325050,2-1/2 Story All Ages,RM,60.0,10800,Pave,NA,3,Lvl,3,Inside,2,OldTown,Norm,Norm,1Fam,2.5Unf,7,7,1914,1970,Gable,CompShg,Wd Sdng,Wd Sdng,None,5,5,BrkTil,7,5,2,3,1,490.0,880.0,GasW,3,N,4,880,1768,0.0,0.0,1,1,2,1,5,6,7,2,5,1,1914.0,1,2.0,320.0,5,5,0,0,0,NA,10,2006,WD ,163000,12.0015054797889,92,2968.0
2882,911175440,2 Family Conversion-All Styles And Ages,C (all),50.0,9000,Pave,NA,3,Lvl,3,Inside,2,IDOTRR,Norm,Norm,2fmCon,1.5Fin,5,6,1951,1951,Gable,CompShg,WdShing,Wd Shng,None,3,3,CBlock,5,5,2,1,1,660.0,660.0,GasA,5,N,4,1060,1396,0.0,0.0,2,0,4,2,5,8,5,0,0,0,0.0,0,0.0,0.0,0,0,2,0,0,NA,10,2006,WD ,115000,11.652687407345388,55,2056.0
1379,905103030,Split OR Multi-Level,RL,80.0,13014,Pave,NA,3,Lvl,3,Inside,2,Sawyer,Norm,Norm,1Fam,SLvl,6,5,1978,1978,Gable,CompShg,HdBoard,Plywood,BrkFace,5,5,CBlock,5,5,3,5,1,480.0,1008.0,GasA,5,Y,4,1096,1096,1.0,0.0,1,0,3,1,5,6,7,1,3,5,1978.0,1,2.0,484.0,5,5,2,0,0,NA,12,2008,WD ,157500,11.967180737247824,30,2588.0
491,528292030,2-Story 1946 & Newer,RL,68.0,15896,Pave,NA,1,Lvl,3,CulDSac,2,Gilbert,RRNn,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,7,5,PConc,7,5,1,5,1,264.0,1177.0,GasA,9,Y,4,1223,2312,1.0,0.0,2,1,4,1,7,8,7,1,5,3,1999.0,3,3.0,658.0,5,5,2,0,0,NA,5,2009,WD ,245000,12.409013489526863,10,4147.0
1002,527140090,1-Story PUD (Planned Unit Development) - 1946 & Newer,RL,41.0,5395,Pave,NA,2,HLS,3,Inside,2,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,None,7,5,PConc,7,5,1,6,1,604.0,1337.0,GasA,7,Y,4,1337,1337,1.0,0.0,2,0,2,1,7,5,7,1,5,5,1993.0,2,2.0,462.0,5,5,2,0,0,NA,10,2008,WD ,180000,12.100712129872347,15,3136.0
1848,533223050,2-Story PUD - 1946 & Newer,FV,68.0,5105,Pave,NA,1,Lvl,3,FR2,2,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,7,5,PConc,7,5,1,6,1,312.0,551.0,GasA,9,Y,4,551,1102,0.0,0.0,2,1,2,1,7,4,7,0,0,1,2004.0,1,2.0,480.0,5,5,2,0,0,NA,3,2007,WD ,148800,11.910358401381128,3,2133.0
908,909175080,1-Story 1945 & Older,RL,60.0,8400,Pave,NA,3,Bnk,3,Inside,2,SWISU,Norm,Norm,1Fam,1Story,2,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,5,5,CBlock,5,3,1,3,1,0.0,290.0,GasA,5,N,2,438,438,0.0,0.0,1,0,1,1,3,3,7,0,0,1,1930.0,1,1.0,246.0,5,5,0,0,0,NA,1,2009,WD ,60000,11.002099841204238,89,974.0
1490,908103260,Split Foyer,RL,64.0,12102,Pave,NA,3,Lvl,3,Inside,2,Edwards,Norm,Norm,1Fam,SFoyer,5,5,1976,1976,Gable,CompShg,HdBoard,Plywood,BrkFace,5,5,CBlock,7,7,4,5,1,0.0,456.0,GasA,9,Y,4,1033,1033,0.0,1.0,1,0,3,1,5,6,7,0,0,3,1976.0,2,2.0,504.0,3,5,2,0,0,NA,4,2008,WD ,165000,12.013700752882718,32,1993.0
1465,907262060,2-Story 1946 & Newer,RL,41.0,10905,Pave,NA,1,Lvl,3,CulDSac,2,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,7,5,PConc,7,5,1,1,1,1129.0,1129.0,GasA,9,Y,4,1129,2327,0.0,0.0,2,1,4,1,7,9,7,1,7,3,2003.0,2,2.0,596.0,5,5,2,0,0,NA,8,2008,WD ,240000,12.388394202324129,5,4052.0
1627,527163080,1-Story 1946 & Newer All Styles,RL,68.0,9556,Pave,NA,2,Lvl,3,Corner,2,Gilbert,Norm,Norm,1Fam,1Story,7,5,1992,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,5,5,PConc,7,5,1,1,1,1168.0,1168.0,GasA,7,Y,4,1187,1187,0.0,0.0,2,0,3,1,7,6,7,0,0,5,1992.0,2,2.0,420.0,5,5,2,0,0,NA,8,2007,WD ,160000,11.982929094215963,15,2775.0
2849,909201180,2 Family Conversion-All Styles And Ages,RH,58.0,6430,Pave,NA,3,Bnk,3,Corner,2,SWISU,Feedr,Norm,2fmCon,1.5Fin,6,6,1945,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,5,5,CBlock,5,5,3,4,1,0.0,780.0,GasA,5,N,2,816,1340,1.0,0.0,1,0,3,1,5,6,7,0,0,5,1945.0,1,1.0,440.0,5,5,2,0,0,NA,7,2006,WD ,128000,11.759785542901755,61,2560.0
1501,908201100,Duplex - All Styles And Ages,RL,65.0,6040,Pave,NA,3,Lvl,3,Inside,2,Edwards,Norm,Norm,Duplex,1Story,4,5,1955,1955,Gable,CompShg,AsbShng,Plywood,None,5,5,PConc,0,0,0,0,0,0.0,0.0,GasA,5,N,1,1152,1152,0.0,0.0,2,0,2,2,3,6,7,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,NA,6,2008,WD ,82000,11.314474526246391,53,1152.0
626,535125070,1-Story 1946 & Newer All Styles,RL,80.0,14695,Pave,NA,2,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,6,8,1966,2008,Gable,CompShg,MetalSd,MetalSd,BrkFace,5,7,CBlock,5,5,1,5,1,175.0,1562.0,GasA,7,Y,4,1567,1567,1.0,0.0,2,0,2,1,7,5,7,2,7,5,1966.0,1,2.0,542.0,5,5,2,0,2,NA,7,2009,WD ,256000,12.4529327234617,43,3671.0
722,902401130,2-Story 1945 & Older,RM,50.0,9000,Pave,NA,3,Lvl,3,Inside,2,OldTown,Artery,Norm,1Fam,2Story,7,9,1920,1988,Hip,CompShg,VinylSd,VinylSd,None,5,7,PConc,5,5,1,5,1,26.0,650.0,GasA,9,Y,4,832,1482,0.0,1.0,1,0,3,1,5,7,7,0,0,1,1930.0,1,2.0,324.0,5,5,2,0,0,NA,7,2009,WD ,143000,11.870599909242044,89,2456.0
2260,916384050,1-Story 1946 & Newer All Styles,RL,67.0,8368,Pave,NA,2,HLS,3,Inside,2,Timber,Norm,Norm,1Fam,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,7,5,PConc,7,5,1,1,1,1689.0,1689.0,GasA,9,Y,4,1689,1689,0.0,0.0,2,0,3,1,7,7,7,0,0,5,2007.0,3,2.0,433.0,5,5,2,0,0,NA,4,2007,New,231713,12.353254815881487,1,3811.0
1639,527226040,2 Family Conversion-All Styles And Ages,RL,195.0,41600,Pave,NA,2,Lvl,3,FR2,2,Gilbert,Norm,Norm,2fmCon,1Story,5,5,1969,1990,Gable,CompShg,HdBoard,HdBoard,None,5,5,CBlock,7,5,4,5,1,53.0,1100.0,GasW,5,Y,4,1424,1424,1.0,0.0,1,1,3,1,5,7,4,0,0,6,1969.0,1,3.0,828.0,5,5,0,0,0,NA,11,2007,WD ,155000,11.951180395901384,38,3352.0
1603,923252100,1-Story 1946 & Newer All Styles,RL,59.0,6490,Pave,NA,3,Lvl,3,Inside,2,Mitchel,Norm,Norm,1Fam,1Story,5,7,1983,1983,Gable,CompShg,VinylSd,VinylSd,None,5,7,CBlock,5,5,1,6,1,282.0,816.0,GasA,9,Y,4,816,816,0.0,1.0,1,0,2,1,5,4,7,0,0,5,1983.0,1,1.0,264.0,5,5,2,0,2,NA,4,2008,WD ,128500,11.763684183317412,25,1896.0
1520,909177120,1-Story 1945 & Older,RL,60.0,7290,Pave,NA,3,Lvl,3,Corner,2,SWISU,Norm,Norm,1Fam,1Story,7,8,1921,1950,Gable,CompShg,WdShing,Wd Shng,BrkFace,5,5,BrkTil,5,5,1,1,1,1228.0,1228.0,GasA,9,Y,4,1424,1424,0.0,0.0,2,0,2,1,5,7,7,1,7,5,1921.0,1,1.0,312.0,5,5,2,0,0,NA,4,2008,WD ,168000,12.031719258385396,87,2964.0
1665,527402240,2-Story 1946 & Newer,RL,68.0,7472,Pave,NA,2,Lvl,3,CulDSac,2,NAmes,Norm,Norm,1Fam,2Story,7,9,1972,2004,Gable,CompShg,HdBoard,HdBoard,BrkFace,5,5,CBlock,5,5,1,5,1,99.0,725.0,GasA,7,Y,4,725,1479,1.0,0.0,1,1,4,1,7,7,7,0,0,5,1972.0,3,2.0,484.0,5,5,2,0,0,NA,6,2007,WD ,184000,12.122691036591123,35,2688.0
2635,535478110,2 Family Conversion-All Styles And Ages,RL,70.0,7000,Pave,NA,3,Lvl,3,Inside,2,NAmes,Artery,Norm,2fmCon,SFoyer,5,5,1962,1962,Gable,CompShg,MetalSd,MetalSd,None,5,5,CBlock,5,5,3,5,1,72.0,1025.0,GasA,5,Y,4,1025,1025,1.0,0.0,1,0,3,1,5,6,7,0,0,0,0.0,0,0.0,0.0,0,0,2,0,0,NA,3,2006,WD ,124000,11.728036844587175,44,2050.0
581,534127130,1-Story 1946 & Newer All Styles,RL,68.0,11717,Pave,NA,2,Lvl,3,Inside,2,NWAmes,PosA,Norm,1Fam,1Story,6,6,1970,1970,Hip,CompShg,HdBoard,HdBoard,BrkFace,5,5,CBlock,5,5,1,1,1,1442.0,1442.0,GasA,5,Y,4,1442,1442,0.0,0.0,2,0,2,1,5,6,7,1,5,5,1970.0,2,2.0,615.0,5,5,2,0,0,NA,2,2009,WD ,185000,12.128111104060462,39,3499.0
2435,528240080,2-Story 1946 & Newer,RL,106.0,11194,Pave,NA,2,Lvl,3,Corner,2,Gilbert,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,7,5,PConc,7,5,1,1,1,1406.0,1406.0,GasA,9,Y,4,1454,1936,0.0,0.0,2,1,3,1,7,7,7,1,5,5,2000.0,2,2.0,504.0,5,5,2,0,0,NA,11,2006,WD ,230500,12.348006141418841,6,3846.0
2799,907285010,2-Story 1946 & Newer,RL,90.0,11250,Pave,NA,2,Lvl,3,Corner,2,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,5,5,PConc,7,5,2,5,1,258.0,1054.0,GasA,9,Y,4,1070,1939,0.0,1.0,2,1,3,1,7,8,7,1,5,5,1998.0,2,3.0,555.0,5,5,2,0,0,NA,5,2006,WD ,227000,12.332705296463539,8,3548.0
883,907414080,2-Story 1946 & Newer,RL,64.0,8633,Pave,NA,3,Lvl,3,FR2,2,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,7,5,PConc,7,5,1,6,1,545.0,738.0,GasA,9,Y,4,738,1476,1.0,0.0,2,1,3,1,7,7,7,0,0,5,2005.0,3,2.0,540.0,5,5,2,0,0,NA,2,2009,WD ,173500,12.063932878369052,4,2754.0
2537,534201300,Split Foyer,RL,70.0,8400,Pave,NA,3,Lvl,3,Inside,2,NAmes,Feedr,Norm,1Fam,SFoyer,5,6,1968,1968,Gable,CompShg,HdBoard,HdBoard,None,5,5,CBlock,7,5,4,6,1,89.0,833.0,GasA,7,Y,4,898,898,1.0,0.0,1,0,3,1,5,6,7,0,0,5,1968.0,2,1.0,326.0,5,5,2,0,0,NA,8,2006,WD ,140000,11.84939770159144,38,2057.0
774,905107310,Split Foyer,RL,68.0,8014,Pave,NA,2,Lvl,3,CulDSac,2,Sawyer,Norm,Norm,1Fam,SFoyer,6,5,1978,1978,Gable,CompShg,Plywood,HdBoard,BrkFace,5,5,CBlock,7,5,4,6,1,0.0,456.0,GasA,5,Y,4,1034,1034,0.0,1.0,1,0,3,1,5,5,7,1,3,4,1978.0,3,2.0,504.0,5,5,2,0,0,NA,6,2009,WD ,149900,11.917723684090689,31,1994.0
1447,907202010,1-Story 1946 & Newer All Styles,RL,68.0,12250,Pave,NA,2,Lvl,3,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,5,6,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,5,5,CBlock,7,5,2,5,1,83.0,864.0,GasA,9,Y,4,1174,1174,1.0,0.0,1,0,3,1,5,5,7,0,0,5,1978.0,1,2.0,528.0,5,5,2,0,0,NA,5,2008,WD ,158000,11.970350312009105,30,2566.0
104,533223100,2-Story PUD - 1946 & Newer,FV,68.0,2403,Pave,NA,2,Lvl,3,FR2,2,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,7,5,PConc,7,5,1,6,1,286.0,530.0,GasA,9,Y,4,530,1080,0.0,0.0,2,1,2,1,7,4,7,0,0,5,2003.0,2,2.0,496.0,5,5,2,0,0,NA,6,2010,WD ,147110,11.898935885244258,7,2106.0
2694,903454080,1-1/2 Story Finished All Ages,RM,50.0,8600,Pave,NA,3,Bnk,3,Inside,2,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1937,1950,Gable,CompShg,MetalSd,MetalSd,None,5,5,BrkTil,5,5,1,1,1,780.0,780.0,GasA,5,Y,4,780,1376,0.0,0.0,2,0,3,1,5,7,7,1,7,1,1937.0,1,1.0,198.0,5,5,0,0,0,NA,6,2006,WD ,119500,11.691071650353702,69,2354.0
920,909275080,1-1/2 Story Finished All Ages,RL,60.0,13680,Pave,NA,3,HLS,3,Inside,1,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1940,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,5,5,CBlock,5,5,1,5,1,112.0,840.0,GasA,9,Y,4,840,1567,1.0,0.0,1,1,2,1,5,6,5,2,5,1,1961.0,1,2.0,440.0,5,5,2,0,4,NA,2,2009,WD ,205000,12.230765258120545,69,2847.0
1951,535379110,2-Story 1945 & Older,RL,60.0,10800,Pave,Grvl,3,Lvl,3,Inside,2,OldTown,Norm,Norm,1Fam,2Story,5,9,1895,1999,Gable,CompShg,Wd Sdng,HdBoard,None,5,7,CBlock,7,5,3,1,1,736.0,736.0,GasA,9,Y,4,751,1534,0.0,0.0,1,1,3,1,7,6,7,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,NA,7,2007,WD ,148000,11.904967552746252,112,2270.0
9,527146030,1-Story PUD (Planned Unit Development) - 1946 & Newer,RL,39.0,5389,Pave,NA,2,Lvl,3,Inside,2,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Gable,CompShg,CemntBd,CmentBd,None,7,5,PConc,7,5,1,6,1,415.0,1595.0,GasA,9,Y,4,1616,1616,1.0,0.0,2,0,2,1,7,5,7,1,5,5,1995.0,2,2.0,608.0,5,5,2,0,0,NA,3,2010,WD ,236500,12.373703486914124,15,3819.0
2848,909176180,1-1/2 Story Finished All Ages,RL,60.0,10890,Pave,NA,3,Lvl,3,Inside,2,SWISU,Norm,Norm,1Fam,1.5Fin,5,5,1938,1950,Gable,CompShg,MetalSd,MetalSd,None,5,5,BrkTil,3,5,1,2,1,128.0,1058.0,GasA,5,Y,4,1058,1551,1.0,0.0,2,0,3,1,3,6,7,0,0,1,1938.0,1,1.0,240.0,3,5,2,0,3,NA,7,2006,WD ,137000,11.827736204810263,68,2849.0
614,534431130,1-Story 1946 & Newer All Styles,RL,68.0,9768,Pave,NA,3,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,5,1955,1955,Gable,CompShg,Wd Sdng,Wd Sdng,None,5,5,CBlock,5,5,1,3,5,613.0,960.0,GasA,7,Y,4,960,960,1.0,0.0,1,0,2,1,5,5,7,0,0,5,1955.0,2,1.0,330.0,5,5,2,0,3,NA,2,2009,WD ,122000,11.711776323715394,54,2250.0
1736,528222030,1-Story 1946 & Newer All Styles,RL,73.0,8993,Pave,NA,2,Lvl,3,Inside,2,Gilbert,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,7,5,PConc,7,5,3,1,1,1302.0,1302.0,GasA,9,Y,4,1302,1302,0.0,0.0,2,0,3,1,7,6,7,0,0,5,2007.0,3,2.0,436.0,5,5,2,0,0,NA,8,2007,New,176485,12.080991165908294,0,3040.0
2686,903400030,1-Story 1945 & Older,RL,50.0,11672,Pave,Pave,1,Lvl,3,Inside,2,BrkSide,Norm,Norm,1Fam,1Story,5,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,5,5,BrkTil,5,5,1,1,1,816.0,816.0,GasA,5,Y,3,816,816,0.0,0.0,1,0,2,1,5,4,7,0,0,1,1925.0,1,1.0,210.0,3,3,0,0,0,NA,7,2006,WD ,109000,11.59910316121128,81,1842.0
2257,916253320,1-Story PUD (Planned Unit Development) - 1946 & Newer,RM,68.0,9763,Pave,NA,2,Lvl,3,Inside,2,GrnHill,Norm,Norm,TwnhsE,1Story,7,5,1998,1998,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,7,5,PConc,7,5,1,6,5,328.0,1502.0,GasA,9,Y,4,1502,1502,1.0,0.0,1,1,1,1,7,5,7,1,5,5,1998.0,3,1.0,286.0,5,5,2,0,0,NA,9,2007,WD ,330000,12.706847933442663,9,3290.0
1284,902100020,1-Story 1946 & Newer All Styles,RM,56.0,9836,Pave,Grvl,3,Bnk,3,Inside,2,OldTown,Artery,Norm,1Fam,1Story,6,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,None,5,5,PConc,5,5,1,6,1,96.0,192.0,GasA,7,N,4,1133,1133,1.0,0.0,1,0,3,1,5,7,7,0,0,1,2008.0,1,1.0,308.0,5,5,2,0,0,NA,12,2008,WD ,143000,11.870599909242044,0,1633.0
1765,528340030,2-Story 1946 & Newer,RL,89.0,10557,Pave,NA,2,Lvl,3,Inside,2,NoRidge,Norm,Norm,1Fam,2Story,9,5,1998,1998,Gable,CompShg,MetalSd,MetalSd,BrkFace,7,5,PConc,9,5,4,6,1,736.0,1408.0,GasA,9,Y,4,1671,3078,1.0,0.0,2,1,4,1,7,9,7,1,5,5,1998.0,3,3.0,806.0,5,5,2,0,0,NA,7,2007,WD ,410000,12.92391243868049,9,5292.0
1811,531380110,2-Story 1946 & Newer,RL,70.0,8462,Pave,NA,2,Lvl,3,Inside,2,SawyerW,Norm,Norm,1Fam,2Story,6,5,1994,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,7,7,PConc,7,7,1,6,1,114.0,928.0,GasA,9,Y,4,936,1721,0.0,1.0,2,1,3,1,7,7,7,0,0,5,1994.0,2,2.0,471.0,5,5,2,0,0,NA,7,2007,WD ,201000,12.211060187041213,13,3120.0
2603,535380130,1-1/2 Story Finished All Ages,RL,60.0,10818,Pave,Grvl,3,Lvl,3,Inside,2,OldTown,Norm,Norm,1Fam,1.5Fin,4,4,1910,1950,Gable,CompShg,VinylSd,VinylSd,None,5,5,BrkTil,3,5,1,1,1,1077.0,1077.0,GasA,5,Y,3,981,1760,0.0,0.0,1,1,4,1,5,7,7,1,5,1,1935.0,1,2.0,648.0,3,5,2,0,0,NA,2,2006,COD,80000,11.289781913656018,96,3485.0
2220,909282020,2-Story 1945 & Older,RL,61.0,7259,Pave,NA,2,Lvl,3,Inside,1,Crawfor,Norm,Norm,1Fam,2Story,6,8,1945,2002,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,5,5,CBlock,5,5,1,5,2,104.0,1028.0,GasA,9,Y,4,1436,2320,1.0,0.0,2,1,3,1,7,9,7,1,5,1,1945.0,1,1.0,180.0,5,5,2,0,3,NA,7,2007,WD ,259500,12.46651198158808,62,3528.0
2273,916477060,2-Story 1946 & Newer,RL,68.0,11800,Pave,NA,2,Lvl,3,Inside,2,Timber,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,7,5,PConc,7,5,4,6,1,356.0,1122.0,GasA,9,Y,4,1146,2486,1.0,0.0,3,1,5,1,7,10,7,1,7,3,2003.0,3,2.0,452.0,5,5,2,0,0,NA,7,2007,WD ,279900,12.542187675503545,4,4060.0
163,535453070,1-Story 1946 & Newer All Styles,RL,75.0,7500,Pave,NA,3,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,1994,Hip,CompShg,BrkFace,BrkFace,None,5,5,CBlock,5,5,1,2,3,0.0,1246.0,GasA,9,Y,4,1246,1246,1.0,0.0,1,1,3,1,7,6,7,0,0,5,1959.0,2,1.0,305.0,5,5,2,0,4,NA,5,2010,WD ,154000,11.944707881395766,51,2797.0
2116,906426060,1-1/2 Story Finished All Ages,RL,68.0,159000,Pave,NA,1,Low,3,CulDSac,0,ClearCr,Norm,Norm,1Fam,1.5Fin,6,7,1958,2006,Gable,CompShg,Wd Sdng,HdBoard,BrkCmn,7,5,CBlock,7,5,4,3,1,747.0,1444.0,GasA,7,Y,4,1444,2144,0.0,1.0,2,0,4,1,7,7,7,2,5,5,1958.0,3,2.0,389.0,5,5,2,0,0,Shed,6,2007,WD ,277000,12.531772785169476,49,3977.0
2734,905403050,1-1/2 Story Finished All Ages,RL,62.0,6488,Pave,NA,3,Lvl,3,Inside,2,Edwards,Norm,Norm,1Fam,1.5Fin,5,5,1942,1950,Gable,CompShg,BrkFace,Wd Sdng,None,5,5,BrkTil,5,5,1,2,1,569.0,799.0,GasA,9,N,3,799,1150,0.0,0.0,1,0,3,1,5,6,4,2,5,3,1942.0,1,1.0,215.0,5,5,2,0,0,NA,3,2006,WD ,128000,11.759785542901755,64,2164.0
426,528108010,1-Story 1946 & Newer All Styles,RL,110.0,14230,Pave,NA,3,Lvl,3,Corner,2,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,7,5,PConc,7,5,1,1,1,1566.0,1566.0,GasA,9,Y,4,1600,1600,0.0,0.0,2,0,3,1,7,7,7,1,7,5,2007.0,2,3.0,890.0,5,5,2,0,0,NA,7,2009,WD ,256300,12.454103912352162,2,4056.0
2216,909276210,1-1/2 Story Finished All Ages,RL,110.0,7810,Pave,NA,2,HLS,3,Inside,2,Crawfor,Norm,Norm,1Fam,1.5Fin,4,6,1930,2003,Gable,CompShg,AsbShng,CmentBd,None,5,7,BrkTil,5,7,1,6,1,741.0,930.0,GasA,9,Y,4,1230,1755,0.0,0.0,2,0,4,1,7,7,7,1,5,1,1930.0,1,1.0,231.0,3,5,2,0,0,NA,11,2007,WD ,188000,12.144197241812087,77,2916.0
2900,916475100,1-Story 1946 & Newer All Styles,RL,85.0,14331,Pave,NA,3,Lvl,3,Inside,2,Timber,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,7,5,PConc,9,5,4,6,1,526.0,1800.0,GasA,9,Y,4,1800,1800,1.0,0.0,2,0,3,1,7,7,7,1,7,5,2002.0,3,3.0,765.0,5,5,2,0,0,NA,5,2006,WD ,312500,12.652359748158593,4,4365.0
97,533212010,2-Story PUD - 1946 & Newer,FV,30.0,3182,Pave,Pave,3,Lvl,3,Inside,2,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,None,7,5,PConc,7,5,1,1,1,600.0,600.0,GasA,9,Y,4,600,1200,0.0,0.0,2,1,2,1,7,4,7,0,0,1,2004.0,2,2.0,480.0,5,5,2,0,0,NA,6,2010,WD ,151000,11.925035115797062,6,2280.0
1680,527451170,2-Story PUD - 1946 & Newer,RM,24.0,1920,Pave,NA,3,Lvl,3,Inside,2,BrDale,Norm,Norm,TwnhsE,2Story,5,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,5,5,CBlock,5,5,1,5,1,294.0,765.0,GasA,9,Y,4,765,1365,1.0,0.0,1,1,2,1,5,6,6,0,0,1,1971.0,1,2.0,440.0,5,5,2,0,0,NA,8,2007,WD ,122500,11.715866308966918,36,2570.0
1133,531371070,2-Story 1946 & Newer,RL,68.0,10110,Pave,NA,3,Lvl,3,Inside,2,SawyerW,Norm,Norm,1Fam,2Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,7,5,PConc,7,5,2,6,5,200.0,835.0,GasA,9,Y,4,835,1696,1.0,0.0,2,1,3,1,7,7,7,0,0,5,2003.0,2,2.0,542.0,5,5,2,0,0,NA,7,2008,WD ,188000,12.144197241812087,5,3073.0
2761,906394010,2-Story 1946 & Newer,RL,91.0,10984,Pave,NA,2,Lvl,3,Corner,2,CollgCr,Norm,Norm,1Fam,2Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,7,5,PConc,7,5,4,1,1,945.0,945.0,GasA,9,Y,4,945,1809,0.0,0.0,2,1,3,1,7,8,7,0,0,5,2005.0,2,2.0,638.0,5,5,2,0,0,NA,5,2006,New,209700,12.253433216890011,1,3392.0
